name,pl_orbsmax
d4276,0.1164
d4277,0.2704
d4278,0.0952
d4279,0.082
d4280,0.1431
d4281,0.0866
d4282,0.069
d4283,0.5843
d4284,0.1572
d4285,0.1444
d4286,0.098
d4287,0.117
d4288,0.0557
d4289,0.288
d4290,0.1622
d4291,0.2155
d4292,0.0547
d4293,0.0949
d4294,0.1243
d4295,0.0978
d4296,0.2397
d4297,0.249
d4298,0.05
d4299,0.4428
d4300,0.1441
d4301,0.093
d4302,0.1395
d4303,1.54
d4304,1.1455
d4305,0.1353
d4306,0.0521
d4307,0
d4308,0.0543
d4309,0.0341
d4310,0.114
d4311,0.21
d4312,0
d4313,0.0129
d4314,0
d4315,0.1508
d4316,0.302
d4317,0.015
d4318,0.2341
d4319,0.0712
d4320,0
d4321,0.08
d4322,0.1344
d4323,0.1631
d4324,0
d4325,1.044
d4326,0.1276
d4327,0.0665
d4328,0.125
d4329,0.08987
d4330,0.1686
d4331,0
d4332,1.9
d4333,0.2731
d4334,0.0768
d4335,0.114
d4336,0.1027
d4337,0.123
d4338,0.0507
d4339,0.158
d4340,0.014
d4341,0.2498
d4342,0.0388
d4343,0.921
d4344,0
d4345,0.088
d4346,0.0333
d4347,0
d4348,2.84
d4349,0.1879
d4350,0.0643
d4351,0.042
d4352,0.46
d4353,0.033
d4354,1.3649
d4355,0.069
d4356,0
d4357,0.05367
d4358,0.0588
d4359,6.95
d4360,0.0224
d4361,2.523
d4362,0.02043
d4363,0
d4364,0.0491
d4365,0.466
d4366,0
d4367,0.12
d4368,0.04
d4369,0
d4370,0.02
d4371,0.0301
d4372,0.1283
d4373,0.122
d4374,0.1723
d4375,0.0292
d4376,0.252
d4377,0
d4378,0.103
d4379,0
d4380,0
d4381,156
d4382,4.49
d4383,0.054
d4384,0.114
d4385,0.1885
d4386,0.1028
d4387,0.038
d4388,0.0799
d4389,0.104
d4390,0.0225
d4391,0.5608
d4392,0.079
d4393,0.2427
d4394,0.039
d4395,0.085
d4396,0.1979
d4397,19.466
d4398,0
d4399,0.1049
d4400,0.0937
d4401,0.0336
d4402,0.0958
d4403,1.26
d4404,0.0672
d4405,0.2722
d4406,0.0507
d4407,0.1622
d4408,0.16
d4409,0
d4410,0.0572
d4411,1.2
d4412,0.0587
d4413,0.0581
d4414,0.0679
d4415,0.508
d4416,0.1375
d4417,0.0545
d4418,0.125
d4419,3.242
d4420,0.02918
d4421,0.127
d4422,0.0282
d4423,0.1499
d4424,0.08
d4425,0.568
d4426,0
d4427,0.0257
d4428,0.458
d4429,0
d4430,0.1048
d4431,0.045
d4432,0.2457
d4433,0.1351
d4434,0.1055
d4435,0.6448
d4436,0.2079
d4437,0.079
d4438,0.162
d4439,0.1005
d4440,0
d4441,0.0687
d4442,0.296
d4443,0.029
d4444,0
d4445,0.0878
d4446,0.07
d4447,0
d4448,0.2134
d4449,0.05071
d4450,0.1276
d4451,0.199
d4452,0.02
d4453,0.0867
d4454,0.2663
d4455,2.86
d4456,0.199
d4457,0.1679
d4458,0.2385
d4459,0
d4460,0.0449
d4461,0.0625
d4462,0.0513
d4463,0.0402
d4464,0.053
d4465,0.2432
d4466,0.284
d4467,0.1166
d4468,0.194
d4469,0.294
d4470,0.0607
d4471,0.0401
d4472,0.0413
d4473,0.1826
d4474,0
d4475,0.05105
d4476,0.1443
d4477,0.4698
d4478,1.3
d4479,0.0475
d4480,0.0571
d4481,0.0334
d4482,0.1337
d4483,0.0418
d4484,0.116
d4485,0.0742
d4486,0.03
d4487,0.0546
d4488,0.0759
d4489,0.051
d4490,0.1857
d4491,0.0799
d4492,2.00E-07
d4493,0.0474
d4494,0.02343
d4495,0.4932
d4496,0.0572
d4497,0.2122
d4498,0.02803
d4499,0.055
d4500,0
d4501,0.0623
d4502,0.1701
d4503,0.7708
d4504,0.094
d4505,0.1445
d4506,0
d4507,0.1245
d4508,0.0429
d4509,0.0745
d4510,0.0257
d4511,0.039
d4512,0.054
d4513,0.1022
d4514,0.0395
d4515,0.057
d4516,0
d4517,0.3499
d4518,0.2201
d4519,0.2681
d4520,2.43
d4521,0.0601
d4522,1.596
d4523,0.549
d4524,0.213
d4525,0.06
d4526,0.0723
d4527,0
d4528,0.2015
d4529,0.025
d4530,0
d4531,0.0249
d4532,0.0766
d4533,0.104
d4534,0.417
d4535,0.0766
d4536,0.0702
d4537,0.051
d4538,0.0726
d4539,0.8767
d4540,0.0803
d4541,0.03453
d4542,0.044
d4543,0.047
d4544,0.123
d4545,0.0748
d4546,0.2529
d4547,0.0347
d4548,0.0821
d4549,2.6
d4550,0.0698
d4551,1.0304
d4552,0.0372
d4553,0
d4554,0.0522
d4555,0.17
d4556,0.2036
d4557,0.111
d4558,0.03036
d4559,0.2705
d4560,0.03815
d4561,0.02302
d4562,0.0301
d4563,0.0854
d4564,0.2406
d4565,0.0643
d4566,0
d4567,0
d4568,0.167
d4569,0.0902
d4570,0.015815
d4571,0.305
d4572,0.0617
d4573,0
d4574,0.02177
d4575,0.0951
d4576,0.3779
d4577,3.02
d4578,0.1957
d4579,-0.00024
d4580,0.0698
d4581,0.078
d4582,0.056
d4583,0
d4584,0.0735
d4585,0.0743
d4586,0.4416
d4587,0.13
d4588,0.0679
d4589,0.031
d4590,0.0533
d4591,0.1047
d4592,0.1434
d4593,0.071
d4594,0.217
d4595,3.727
d4596,3.04
d4597,2.03
d4598,0.0618
d4599,0.237
d4600,0.057
d4601,0.0751
d4602,0.0679
d4603,0.0928
d4604,0.0549
d4605,0.0905
d4606,0
d4607,0.032
d4608,0.0467
d4609,0.0544
d4610,0.1107
d4611,0
d4612,0.0654
d4613,0
d4614,0
d4615,0.055
d4616,0.0675
d4617,0.06406
d4618,0.0313
d4619,0.153
d4620,0.0787
d4621,0.113
d4622,0.0294
d4623,0.0721
d4624,0.082
d4625,0.0975
d4626,0.123
d4627,0.045
d4628,0.1055
d4629,0.2186
d4630,0.1725
d4631,0.065
d4632,0.07
d4633,0.0893
d4634,0.0641
d4635,0.048
d4636,0.1887
d4637,0.0484
d4638,0
d4639,0.108
d4640,0.038
d4641,0.0647
d4642,0.516
d4643,0.0347
d4644,0.0549
d4645,0.0712
d4646,0.1333
d4647,0.164
d4648,0.1406
d4649,0.0421
d4650,0.0683
d4651,-0.001
d4652,0.4651
d4653,0
d4654,0.1384
d4655,0.0743
d4656,0.3007
d4657,0.139
d4658,-0.001
d4659,0.1173
d4660,0.0298
d4661,0.1112
d4662,0.0276
d4663,2.112
d4664,0.0379
d4665,0.029
d4666,0.182
d4667,0.0547
d4668,0.1831
d4669,0.0453
d4670,0.0769
d4671,0.0468
d4672,0.1138
d4673,0.0772
d4674,0.0611
d4675,0.2996
d4676,0.112
d4677,0.106
d4678,0.17
d4679,0.0601
d4680,0.0529
d4681,0
d4682,0.065
d4683,1.19
d4684,0.0593
d4685,0.1423
d4686,5.4
d4687,0.568
d4688,0.146
d4689,0.0742
d4690,0.1274
d4691,0.1172
d4692,0.1236
d4693,0.069
d4694,0.02153
d4695,0.557
d4696,0.2227
d4697,0.134
d4698,0.0569
d4699,0.2001
d4700,0.438
d4701,0.721
d4702,0.03998
d4703,0.078
d4704,0.0779
d4705,0
d4706,0.034
d4707,0.0424
d4708,0.1492
d4709,0.0611
d4710,0.1353
d4711,0.1034
d4712,0.077
d4713,0.2265
d4714,0.1444
d4715,0.1265
d4716,0.1382
d4717,0
d4718,0.17
d4719,0.127
d4720,0.1644
d4721,0.0927
d4722,0
d4723,0.0225
d4724,0.0432
d4725,0.0933
d4726,0.0334
d4727,0.06466
d4728,0.1089
d4729,0.374
d4730,0.1528
d4731,0.0832
d4732,0.0283
d4733,0
d4734,5.942
d4735,0.0596
d4736,0.0852
d4737,0.28
d4738,0.2492
d4739,0.1272
d4740,0.0951
d4741,0.074
d4742,0
d4743,0.0497
d4744,0.0615
d4745,0.044
d4746,3.81
d4747,0.3211
d4748,0.0478
d4749,0.1167
d4750,0
d4751,0.0417
d4752,0.0642
d4753,1.1218
d4754,0.1385
d4755,0.414
d4756,0.2403
d4757,0.2583
d4758,0.5238
d4759,0.0359
d4760,0.1081
d4761,0.112
d4762,0.155
d4763,0.1334
d4764,0.0528
d4765,0.1614
d4766,0.3114
d4767,0.0432
d4768,0.1155
d4769,0.0833
d4770,0.0524
d4771,0.209
d4772,0.0504
d4773,0
d4774,2.95
d4775,0.1801
d4776,0.01653
d4777,1.191
d4778,0.25
d4779,0.2107
d4780,0.1398
d4781,0.0747
d4782,0.036
d4783,0.068
d4784,0.1693
d4785,0.05057
d4786,0.0448
d4787,0.0716
d4788,0.0684
d4789,0.081
d4790,0.1
d4791,0.1027
d4792,0.0523
d4793,0.1058
d4794,0.13215
d4795,0.0754
d4796,0.1133
d4797,0.1521
d4798,0.6344
d4799,0.02954
d4800,0.064
d4801,0.0514
d4802,0
d4803,0.33
d4804,0.92
d4805,1.75
d4806,0.0163
d4807,0.8748
d4808,0.1373
d4809,0.09
d4810,0.2125
d4811,0.32
d4812,0.0239
d4813,0.212
d4814,0.0448
d4815,2.7
d4816,330
d4817,0.0717
d4818,0.0323
d4819,0.2689
d4820,0.1247
d4821,0.392
d4822,0.156
d4823,0.0158
d4824,0
d4825,0.0856
d4826,0.2364
d4827,0.0904
d4828,0.0529
d4829,0.154
d4830,0.077
d4831,1.45
d4832,0.2383
d4833,0.0444
d4834,0.02396
d4835,0.227
d4836,0.2701
d4837,0.0669
d4838,0.0376
d4839,0.6069
d4840,0.0538
d4841,0.0932
d4842,0.055
d4843,0.0158
d4844,0
d4845,0.2075
d4846,3.833
d4847,0.0489
d4848,0.058
d4849,0.0711
d4850,0.0533
d4851,0.137
d4852,0.3475
d4853,0.0188
d4854,0.0365
d4855,0.08145
d4856,0.0522
d4857,0.0905
d4858,0.2332
d4859,0.1939
d4860,0.0983
d4861,0.0627
d4862,0.0285
d4863,0.0444
d4864,0.0854
d4865,0.0317
d4866,0.0462
d4867,0.0997
d4868,0
d4869,0.2862
d4870,0
d4871,0.0633
d4872,0
d4873,0
d4874,0.0606
d4875,0.262
d4876,0.854
d4877,0
d4878,0
d4879,0.09
d4880,0.04454
d4881,0.4731
d4882,0.76
d4883,0.031
d4884,0.106
d4885,0.045
d4886,0.065
d4887,1.8
d4888,0.153
d4889,0.03176
d4890,0.2897
d4891,0.1743
d4892,1.812
d4893,0.2967
d4894,0.055
d4895,0.4516
d4896,0.0387
d4897,0.1408
d4898,1.227
d4899,0.115
d4900,0.075
d4901,0.138
d4902,0.0315
d4903,0.045
d4904,0
d4905,0.42
d4906,0.5756
d4907,0.102
d4908,0.1016
d4909,0.063
d4910,0.0912
d4911,0.2329
d4912,0
d4913,0.7333
d4914,0.05084
d4915,0.319
d4916,0.023
d4917,0.165
d4918,0.1507
d4919,0
d4920,0.089
d4921,0
d4922,0.1313
d4923,0.1311
d4924,0.0657
d4925,0.115
d4926,0.066
d4927,0
d4928,0.0174
d4929,0.01685
d4930,0.0971
d4931,0.4471
d4932,0.4471
d4933,0.0571
d4934,0
d4935,0.0794
d4936,0.0811
d4937,0.141
d4938,0.2697
d4939,0.03894
d4940,0.057
d4941,3.846
d4942,0.5785
d4943,0
d4944,0.5244
d4945,0.1378
d4946,0.074
d4947,0.60347
d4948,0
d4949,0.1697
d4950,0.1943
d4951,0.1568
d4952,0.084
d4953,0.254
d4954,0.0823
d4955,0.0939
d4956,0.135
d4957,0.0378
d4958,0.1732
d4959,0.069
d4960,0.2918
d4961,0.0184
d4962,0.10379
d4963,0.064
d4964,0.0685
d4965,0
d4966,0.0729
d4967,0.218
d4968,0.067
d4969,0.3355
d4970,0.0369
d4971,0.2412
d4972,0.178
d4973,0.1361
d4974,0.0285
d4975,0
d4976,0.1103
d4977,0.14574
d4978,0.08
d4979,0.427
d4980,0.0406
d4981,0.586
d4982,1.34
d4983,0.053
d4984,1.065
d4985,0.0675
d4986,0.0709
d4987,0.0892
d4988,0.1256
d4989,0.0617
d4990,0.1439
d4991,0.153
d4992,0.0488
d4993,0.1014
d4994,0.0827
d4995,0.069
d4996,1.85
d4997,-1.10E-07
d4998,0.2931
d4999,0.0438
d5000,0.014
d5001,0.047
d5002,0.083
d5003,0.1648
d5004,0
d5005,0.1765
d5006,0.0743
d5007,0.0426
d5008,0.04521
d5009,0.1602
d5010,0
d5011,0.069
d5012,0.04753
d5013,0.2671
d5014,0.04059
d5015,0.1429
d5016,0.3522
d5017,0.0568
d5018,0.0872
d5019,0.0289
d5020,1.105
d5021,0
d5022,0.06
d5023,0.0688
d5024,0.1139
d5025,0.082
d5026,0.134
d5027,0.1231
d5028,0.05208
d5029,0.054
d5030,0.0297
d5031,0.2114
d5032,0.1139
d5033,0.055
d5034,0.042
d5035,0.014
d5036,0.6266
d5037,1.24
d5038,0
d5039,0.0885
d5040,0.0223
d5041,0.076
d5042,0.0871
d5043,0.994
d5044,0.1331
d5045,0
d5046,0.0651
d5047,0
d5048,0.0347
d5049,0.1186
d5050,0.0656
d5051,0.0566
d5052,0
d5053,0.0703
d5054,2.56
d5055,3.2
d5056,0
d5057,0.1097
d5058,0.0337
d5059,1.16
d5060,0.0689
d5061,0.107
d5062,0.1401
d5063,0.2654
d5064,0.1401
d5065,0.166
d5066,0.0128
d5067,0.0632
d5068,0
d5069,0.0766
d5070,0.052
d5071,0.0463
d5072,0.301
d5073,0.152
d5074,0.3581
d5075,0.06608
d5076,0.1424
d5077,0
d5078,0.0113
d5079,0.0499
d5080,0.1172
d5081,0.04403
d5082,0.0465
d5083,0.03876
d5084,0.227
d5085,0.0873
d5086,0.02961
d5087,0.0768
d5088,0.0598
d5089,0.1381
d5090,0.0765
d5091,0.0682
d5092,0.146
d5093,0.1418
d5094,1.397
d5095,0.1873
d5096,0.0445
d5097,0.1281
d5098,0.0671
d5099,0.217
d5100,0.0726
d5101,0.552
d5102,0.682
d5103,0.04
d5104,0
d5105,1.26
d5106,0.0469
d5107,0.04
d5108,3.7365
d5109,0.04163
d5110,1.81
d5111,0
d5112,0
d5113,0.0203
d5114,0.0287
d5115,0.169
d5116,0.2623
d5117,-2.00E-08
d5118,0
d5119,0.059
d5120,0.0785
d5121,0.0783
d5122,0
d5123,0.1406
d5124,0.1055
d5125,0
d5126,0.0158
d5127,0.1055
d5128,0.045
d5129,0
d5130,0.02265
d5131,0.0597
d5132,0
d5133,0.0334
d5134,0.0129
d5135,0.04
d5136,0.052
d5137,0
d5138,0.2128
d5139,0.033
d5140,0
d5141,0.3778
d5142,0.3629
d5143,0.0602
d5144,0.0685
d5145,0.3554
d5146,0
d5147,0.0486
d5148,0.1754
d5149,0.0335
d5150,0.0128
d5151,0.0791
d5152,0.4607
d5153,0.0747
d5154,0
d5155,0.18
d5156,0.064
d5157,0.149
d5158,0.0598
d5159,0.0724
d5160,0.286
d5161,0.081
d5162,0
d5163,0.1603
d5164,0.6425
d5165,0.1683
d5166,0.255
d5167,0.387
d5168,0.2495
d5169,0
d5170,0.3212
d5171,1.295
d5172,0
d5173,0.0323
d5174,0.0997
d5175,4.511
d5176,0.059
d5177,0.1637
d5178,0
d5179,0
d5180,0
d5181,0.7545
d5182,0.1171
d5183,0.8454
d5184,0.2183
d5185,0.0761
d5186,0.0273
d5187,0.334
d5188,2.08
d5189,0.0206
d5190,0
d5191,0.11796
d5192,0.242
d5193,0.2208
d5194,2.17
d5195,0.03185
d5196,0
d5197,0.055
d5198,0.0478
d5199,0.279
d5200,0.1164
d5201,0.1424
d5202,0.1495
d5203,0.3877
d5204,0.1382
d5205,0.0786
d5206,0.0557
d5207,0.1565
d5208,0.2261
d5209,1.3
d5210,0.2596
d5211,0
d5212,0.05
d5213,0.124
d5214,0.1275
d5215,0.1582
d5216,2.1
d5217,0.332
d5218,0.2288
d5219,0.01055
d5220,0.391
d5221,0.064
d5222,0.046
d5223,6.57
d5224,0.0794
d5225,2.32
d5226,0.0351
d5227,0.0419
d5228,0
d5229,0.2196
d5230,0.05
d5231,0.048
d5232,0.1765
d5233,0.2109
d5234,0.1229
d5235,0.2884
d5236,0.3897
d5237,0.0264
d5238,0.1295
d5239,0.2724
d5240,0.4679
d5241,0.1441
d5242,0
d5243,0.069
d5244,0.2348
d5245,0.1931
d5246,0.0491
d5247,0.2149
d5248,0.828
d5249,0.147
d5250,0
d5251,0.0708
d5252,0.0608
d5253,1.2
d5254,0.5594
d5255,0.2182
d5256,0.1143
d5257,0.084
d5258,0.1006
d5259,0.163506
d5260,0.645
d5261,0
d5262,0.02887
d5263,0.1411
d5264,0.208
d5265,0.0571
d5266,0.1586
d5267,0.2769
d5268,0.0229
d5269,0.0618
d5270,0.032
d5271,0.0414
d5272,1.66
d5273,0
d5274,0.6375
d5275,0
d5276,0.059
d5277,0.8
d5278,0.1176
d5279,0.0659
d5280,0
d5281,0.0337
d5282,0
d5283,0.021
d5284,0.0333
d5285,1.64
d5286,0.09
d5287,0.0822
d5288,0.0598
d5289,0.27
d5290,0.0222
d5291,0.76
d5292,0
d5293,0.1211
d5294,0.0856
d5295,0.051
d5296,0.1005
d5297,3.6
d5298,0.0447
d5299,1.94
d5300,0.2138
d5301,0.0162
d5302,0.3002
d5303,0.1431
d5304,0.154
d5305,0.1103
d5306,0.0845
d5307,0.1003
d5308,0.85
d5309,1.214
d5310,0.0582
d5311,0.0419
d5312,0.09025
d5313,0
d5314,0.2065
d5315,0
d5316,0.096
d5317,0.04122
d5318,0.041
d5319,0.11
d5320,0.1138
d5321,0.0783
d5322,0.07
d5323,0.0436
d5324,0.084
d5325,0.1294
d5326,0.0815
d5327,0.035
d5328,0.249
d5329,0.044
d5330,0.1162
d5331,0.1232
d5332,2.5
d5333,0.0657
d5334,0.053
d5335,0.0299
d5336,0.336
d5337,0
d5338,0.6813
d5339,0.1156
d5340,3.23
d5341,0.082
d5342,0.0997
d5343,0.2429
d5344,0
d5345,0.047
d5346,0.115
d5347,0
d5348,0.018
d5349,0.052
d5350,1.58
d5351,0.2351
d5352,0.1212
d5353,0.0305
d5354,0.0704
d5355,0
d5356,0.02334
d5357,0.03641
d5358,0.0738
d5359,0.2191
d5360,0.0721
d5361,0.0746
d5362,0.818
d5363,0.1722
d5364,0.0812
d5365,0.0521
d5366,0.057
d5367,0.115
d5368,0.2109
d5369,0.1757
d5370,0.1693
d5371,0
d5372,1.259
d5373,0.3211
d5374,0.0465
d5375,0
d5376,0.3644
d5377,0.096
d5378,0.116
d5379,0
d5380,0.1174
d5381,0.46
d5382,0.0778
d5383,0.2425
d5384,0.3103
d5385,0.041
d5386,0.0537
d5387,0.0299
d5388,0
d5389,0.19394
d5390,0.0437
d5391,0
d5392,0.0231
d5393,0.3526
d5394,0
d5395,4.6
d5396,0.5785
d5397,0.3779
d5398,0.078
d5399,0.052
d5400,0
d5401,0.052
d5402,0.1277
d5403,0
d5404,0.0809
d5405,0.0892
d5406,0.0355
d5407,1.36
d5408,0.0499
d5409,0.2919
d5410,0.1527
d5411,0
d5412,0.2281
d5413,0
d5414,0.0526
d5415,0.1981
d5416,0.0871
d5417,0.128
d5418,0.0453
d5419,0.0791
d5420,0.1055
d5421,0.0589
d5422,0
d5423,0.0955
d5424,0.2079
d5425,0.0455
d5426,0.1686
d5427,0
d5428,4.8
d5429,0.075
d5430,0
d5431,0.4731
d5432,0
d5433,0.0744
d5434,0.1236
d5435,0.0968
d5436,0.0317
d5437,0.068
d5438,0.0378
d5439,0.052
d5440,0.0686
d5441,0.0344
d5442,0.0524
d5443,0.2055
d5444,0.3653
d5445,0.077
d5446,0.1308
d5447,0.04012
d5448,0.091
d5449,0
d5450,0.0758
d5451,0.135
d5452,3.87
d5453,0
d5454,0.0389
d5455,0.037
d5456,0.0813
d5457,0.0539
d5458,0.0365
d5459,0
d5460,0.073
d5461,0.0549
d5462,0.047
d5463,0.06
d5464,0.4899
d5465,0.185
d5466,0.0913
d5467,0.0592
d5468,0.1994
d5469,0.0296
d5470,0.05615
d5471,0.212
d5472,0.17
d5473,0.041
d5474,0.271
d5475,0.257
d5476,0.054
d5477,0.1387
d5478,0.0997
d5479,0.036
d5480,0.03261
d5481,0.02851
d5482,0.1416
d5483,0.02
d5484,0
d5485,0.0389
d5486,0.0581
d5487,0.0284
d5488,0.1638
d5489,0.13
d5490,0.1675
d5491,0.1436
d5492,0.391
d5493,0.1092
d5494,0.0175
d5495,0.082
d5496,0.423
d5497,0
d5498,0.0491
d5499,0.0893
d5500,0.176
d5501,0.5689
d5502,1.28
d5503,0.059
d5504,0.2305
d5505,0.0547
d5506,0.1016
d5507,0.058
d5508,0.0774
d5509,0.15
d5510,0.1334
d5511,0.1075
d5512,0.066
d5513,0.208
d5514,0.0785
d5515,0.1168
d5516,0.05407
d5517,0.126
d5518,0.0896
d5519,0
d5520,0.10356
d5521,0.0214
d5522,0.6992
d5523,0
d5524,1.6
d5525,-2.00E-05
d5526,2.8
d5527,4.652
d5528,0.2222
d5529,0
d5530,-1.20E-06
d5531,0
d5532,0
d5533,0.137
d5534,0.1273
d5535,0.1196
d5536,0.1153
d5537,0.2365
d5538,0.2008
d5539,1.93
d5540,0
d5541,0.257
d5542,0.0382
d5543,0.0567
d5544,0.0941
d5545,0.0778
d5546,0.0578
d5547,0.08
d5548,0.0449
d5549,0.7584
d5550,0.1325
d5551,0.2205
d5552,0.0805
d5553,0.1694
d5554,0.164
d5555,4.4
d5556,0.071
d5557,0.0656
d5558,0.4878
d5559,0.0535
d5560,0
d5561,0.2241
d5562,0.067
d5563,0.105
d5564,2.77
d5565,0
d5566,0.1326
d5567,0
d5568,0.13
d5569,0.0547
d5570,0.0682
d5571,0.145
d5572,0.4786
d5573,0.1986
d5574,0.0974
d5575,0.2277
d5576,0.061
d5577,0
d5578,0
d5579,0.122
d5580,1
d5581,0.059
d5582,0
d5583,0.4126
d5584,0.05
d5585,0
d5586,0.197
d5587,0
d5588,0.0207
d5589,0.0556
d5590,0.1766
d5591,0.2903
d5592,0
d5593,0.0778
d5594,0.7
d5595,0.0866
d5596,0.3778
d5597,0.11
d5598,0.3846
d5599,0.0188
d5600,0.112
d5601,0.1126
d5602,0.0625
d5603,0.1197
d5604,0.0575
d5605,0.0152
d5606,0.02872
d5607,0.1128
d5608,0.4322
d5609,0.181
d5610,0.0435
d5611,0.049
d5612,0.0682
d5613,0.068
d5614,0.047
d5615,0.039
d5616,0
d5617,0.3579
d5618,0.369
d5619,0.189
d5620,0.2039
d5621,0.1861
d5622,0.042
d5623,0.06
d5624,0.0195
d5625,1.49
d5626,0.0845
d5627,0
d5628,2.14
d5629,0.0257
d5630,0
d5631,0.2554
d5632,0.0997
d5633,1.01
d5634,0.1656
d5635,1.565
d5636,0.2197
d5637,0.0936
d5638,0.0389
d5639,0.154
d5640,0.1039
d5641,0.1179
d5642,0.112
d5643,0.029283
d5644,0.1664
d5645,0.0614
d5646,0
d5647,1.5
d5648,0.055
d5649,0.0655
d5650,0.385
d5651,0
d5652,0.03282
d5653,0.1632
d5654,0.247
d5655,0.0446
d5656,0.03427
d5657,0
d5658,0.039
d5659,0.1688
d5660,0.03
d5661,0.1274
d5662,0.0437
d5663,0.0716
d5664,0.073
d5665,0.0129
d5666,0.0561
d5667,1.28
d5668,0.039
d5669,0.239
d5670,0.0614
d5671,0.1765
d5672,0
d5673,0
d5674,0.0419
d5675,0.4506
d5676,0.0353
d5677,0.03925
d5678,0.3522
d5679,0.8454
d5680,0.114
d5681,0.02343
d5682,0.054
d5683,0.1025
d5684,0.058
d5685,0.0394
d5686,0
d5687,0.0575
d5688,0.06
d5689,0.0836
d5690,0.0723
d5691,0.1263
d5692,0.0726
d5693,0.87
d5694,0.0734
d5695,0.104
d5696,0
d5697,0
d5698,0.08
d5699,0.3305
d5700,0.3986
d5701,0.0346
d5702,0.089
d5703,0.198
d5704,0.1313
d5705,0.0491
d5706,0.0895
d5707,0.02279
d5708,0.2249
d5709,0.0676
d5710,0.1612
d5711,0.2822
d5712,0
d5713,0.2648
d5714,1.1123
d5715,0.055
d5716,0.0413
d5717,0.0469
d5718,0
d5719,10.1
d5720,0.5689
d5721,0.032
d5722,0.1826
d5723,0
d5724,0.0532
d5725,0.024
d5726,0.339
d5727,0.4
d5728,0.0261
d5729,0.3643
d5730,0.0848
d5731,0.3251
d5732,0.58
d5733,0.1837
d5734,0
d5735,0.6732
d5736,0
d5737,0.1106
d5738,0.072
d5739,0.0667
d5740,0.0442
d5741,0.06
d5742,4.187
d5743,0
d5744,0.218
d5745,0.0233
d5746,0.46
d5747,0.017016
d5748,0
d5749,0.1261
d5750,0.1685
d5751,0.0558
d5752,0.1666
d5753,0.1658
d5754,0.1434
d5755,0.0621
d5756,0.119
d5757,0.08852
d5758,0.5755
d5759,0.132
d5760,0.2196
d5761,0.04667
d5762,0.0566
d5763,0.034
d5764,0.1353
d5765,0.0608
d5766,0.0603
d5767,0.196
d5768,0.1536
d5769,0.0869
d5770,0.0994
d5771,320
d5772,0.0259
d5773,0.087
d5774,0.1281
d5775,0.699
d5776,0
d5777,0.07
d5778,0.1771
d5779,0.1272
d5780,0.0756
d5781,0.0885
d5782,0.0713
d5783,0.056
d5784,0.2383
d5785,0.066
d5786,0.0642
d5787,0.053
d5788,0.0309
d5789,0.126
d5790,0.1305
d5791,0.1058
d5792,0
d5793,0.041
d5794,0.143
d5795,0.1077
d5796,0
d5797,0.76
d5798,0.2523
d5799,0.116
d5800,0.0745
d5801,0
d5802,0.089
d5803,0.134
d5804,0.1263
d5805,0.1074
d5806,0.2186
d5807,0.0423
d5808,0.3212
d5809,0.0709
d5810,0.2241
d5811,0.1784
d5812,0.127
d5813,0.2338
d5814,0.1586
d5815,0
d5816,0.2501
d5817,0.1527
d5818,0.0347
d5819,0.166
d5820,0.107
d5821,0.067
d5822,0.122
d5823,0.11
d5824,0.0473
d5825,0
d5826,4.27
d5827,0.047524
d5828,0
d5829,0.06
d5830,0.1406
d5831,0.0802
d5832,0.0532
d5833,0.2346
d5834,0.094
d5835,0.0322
d5836,0.2391
d5837,0
d5838,0.1978
d5839,0
d5840,1.347
d5841,0.04097
d5842,0
d5843,0.1949
d5844,0.0409
d5845,0.10714
d5846,0.0163
d5847,0.142
d5848,13.2
d5849,0.0748
d5850,4.92
d5851,0.069
d5852,0.448
d5853,0.0885
d5854,0.6961
d5855,0.6407
d5856,0.0496
d5857,0.3073
d5858,0.387
d5859,0.0542
d5860,0.0436
d5861,0.0289
d5862,0.12
d5863,0
d5864,0.138
d5865,1.32
d5866,0.6085
d5867,0.248
d5868,0
d5869,0.1527
d5870,-0.00026
d5871,0.128
d5872,0.6291
d5873,0.1897
d5874,0.13
d5875,0.0854
d5876,1.36
d5877,0.0871
d5878,0.3237
d5879,0.044
d5880,0.0289
d5881,0.053
d5882,1.1325
d5883,0.101
d5884,0.0497
d5885,0.0467
d5886,0.03596
d5887,0
d5888,0.213
d5889,-5.50E-07
d5890,0
d5891,0.04994
d5892,0.0473
d5893,0.1429
d5894,0.1072
d5895,0.022
d5896,0.119
d5897,0.221
d5898,0.0703
d5899,0.0502
d5900,0.0471
d5901,0.0276
d5902,0
d5903,0.112
d5904,0.351
d5905,0.112
d5906,0.1126
d5907,0.0817
d5908,0.0928
d5909,0.045
d5910,0
d5911,0.2097
d5912,0.0654
d5913,0.1715
d5914,0.0512
d5915,0.143
d5916,0.0748
d5917,0.0753
d5918,0.0485
d5919,0
d5920,0.019
d5921,0
d5922,0.0189
d5923,0.2996
d5924,0.1412
d5925,0.0529
d5926,0.094
d5927,0.0813
d5928,0.0469
d5929,0.0406
d5930,0
d5931,0.0806
d5932,0.504
d5933,0.0878
d5934,0.042
d5935,0.049
d5936,0.111
d5937,0.0563
d5938,0.0557
d5939,0.11617
d5940,0.1065
d5941,0.01263
d5942,0.1467
d5943,-0.0017892
d5944,0.074
d5945,0.92
d5946,6.6
