name,pl_orbsmax
d8638,0.0427
d8639,0.1043
d8640,0.063
d8641,0.0378
d8642,0.125
d8643,0.0306
d8644,0.118
d8645,0.495
d8646,0
d8647,0.1152
d8648,0.0683
d8649,0
d8650,0.127
d8651,1.271
d8652,0.0556
d8653,0.123
d8654,0.078
d8655,0
d8656,0
d8657,0.0346
d8658,0
d8659,0
d8660,0.0445
d8661,0.451
d8662,0.4436
d8663,0.035
d8664,0
d8665,0.0243
d8666,0.1231
d8667,0.04469
d8668,0.047
d8669,0
d8670,0.1032
d8671,0.04
d8672,0.015
d8673,0.03873
d8674,0.0234
d8675,0.0648
d8676,0.2555
d8677,0.0647
d8678,2.45
d8679,0
d8680,0.064
d8681,0.48
d8682,0.0837
d8683,0.365
d8684,0.2285
d8685,0.1793
d8686,0.088
d8687,0.0535
d8688,0.066
d8689,0.0521
d8690,0.046
d8691,0.03
d8692,2.42
d8693,-0.23
d8694,0.083
d8695,0.04668
d8696,0.1248
d8697,0.0488
d8698,0.0252
d8699,0.2523
d8700,0.993
d8701,0.0282
d8702,0.0497
d8703,0.031
d8704,0.2668
d8705,0
d8706,0.3953
d8707,0
d8708,0.122
d8709,0.0426
d8710,0.1088
d8711,0
d8712,0.1156
d8713,0.0452
d8714,0.0426
d8715,0
d8716,0.1409
d8717,0.014
d8718,0.1637
d8719,0.089
d8720,0.1801
d8721,0.0202
d8722,0.081
d8723,0.1443
d8724,0.1531
d8725,0.114
d8726,0.115
d8727,0.0733
d8728,0.0362
d8729,0
d8730,0.105
d8731,0
d8732,0.167
d8733,0.1204
d8734,0.334
d8735,0.0807
d8736,0.1833
d8737,0.047
d8738,0.7733
d8739,0
d8740,0.0334
d8741,0.06
d8742,0.0417
d8743,0.098
d8744,0.0579
d8745,0
d8746,0.77
d8747,3.3632
d8748,0.1557
d8749,0.0993
d8750,0.0257
d8751,0.06076
d8752,0.1572
d8753,0.2338
d8754,0.0546
d8755,0
d8756,2.1
d8757,0
d8758,0.0594
d8759,2.231
d8760,0.5336
d8761,0
d8762,0.1309
d8763,0.179
d8764,0.1121
d8765,0.298
d8766,0.0215
d8767,0.1231
d8768,0.228
d8769,0.1069
d8770,0.065
d8771,0.1175
d8772,0
d8773,0
d8774,0.142
d8775,3.22
d8776,0
d8777,0.0497
d8778,0.1075
d8779,0
d8780,0
d8781,0.2807
d8782,0
d8783,0.5
d8784,0.0939
d8785,0.125
d8786,0.1457
d8787,0.025
d8788,0.1353
d8789,0.272
d8790,0.2
d8791,1.36
d8792,0.0939
d8793,0.0756
d8794,0.03649
d8795,0.1266
d8796,0.85
d8797,0.323
d8798,0.067
d8799,0.2141
d8800,0.01604
d8801,0.108
d8802,0.0732
d8803,0.0743
d8804,0.2412
d8805,0.0811
d8806,0.4235
d8807,0.0445
d8808,0.049
d8809,0.038
d8810,0.2583
d8811,-0.00012
d8812,0.065
d8813,0.3816
d8814,0.0239
d8815,0.1595
d8816,0.061
d8817,0.0201
d8818,0.176
d8819,0.0469
d8820,0.2734
d8821,0.1871
d8822,0.2107
d8823,0.0584
d8824,0
d8825,0.3101
d8826,0.1132
d8827,0.05
d8828,0.1355
d8829,0.048
d8830,0.5336
d8831,0.03772
d8832,0
d8833,0.0847
d8834,0.02
d8835,0
d8836,0.0462
d8837,0.0306
d8838,0
d8839,0.0966
d8840,0.05254
d8841,0
d8842,0
d8843,0
d8844,0.1149
d8845,0.0891
d8846,0
d8847,0.0417
d8848,0.058
d8849,0.259
d8850,0.1565
d8851,0
d8852,0.721
d8853,0
d8854,0
d8855,0.0593
d8856,0.0284
d8857,0.096
d8858,0.058
d8859,0.2269
d8860,0.084
d8861,0.0382
d8862,0.1345
d8863,0.1083
d8864,0.0917
d8865,0.56
d8866,0
d8867,0
d8868,2.54
d8869,2.8
d8870,0.0597
d8871,0.0698
d8872,0.2361
d8873,0.0643
d8874,0
d8875,0.2137
d8876,0.0201
d8877,0.1301
d8878,0.1351
d8879,0.165
d8880,0.115
d8881,0
d8882,3.6
d8883,14
d8884,0.4629
d8885,0.0424
d8886,0.03302
d8887,0.082
d8888,0.196
d8889,0.032
d8890,0.0669
d8891,0.03
d8892,0
d8893,0
d8894,0.1284
d8895,0.1074
d8896,0
d8897,0.0144
d8898,0.0818
d8899,0.0801
d8900,0.1294
d8901,0.2737
d8902,0.2178
d8903,0.4378
d8904,0.0462
d8905,0.1089
d8906,0.148
d8907,0.1149
d8908,0.3553
d8909,0.13
d8910,0.01888
d8911,0.07757
d8912,0.0679
d8913,0.0649
d8914,0.0592
d8915,0.0142
d8916,4.1
d8917,0.088
d8918,0.0626
d8919,0
d8920,0.2144
d8921,0.0762
d8922,0.037
d8923,0.04438
d8924,0.1558
d8925,0.04363
d8926,0.0682
d8927,0.3369
d8928,0.044
d8929,1.19
d8930,0.0458
d8931,0.0974
d8932,0.2579
d8933,0.0521
d8934,0.1439
d8935,0.1176
d8936,0.0326
d8937,0.2278
d8938,0
d8939,0.1234
d8940,0.01111
d8941,0.044
d8942,0.2829
d8943,0.0619
d8944,0.0588
d8945,0
d8946,0.142
d8947,0.0542
d8948,0.1302
d8949,0.1831
d8950,0.0377
d8951,0.102
d8952,0.1225
d8953,0.129
d8954,0.1485
d8955,0.122
d8956,0.1773
d8957,0.1088
d8958,2.77
d8959,0.0633
d8960,0.162
d8961,0.046
d8962,0.2212
d8963,0.1173
d8964,0.345
d8965,2.07
d8966,0.067
d8967,0.1515
d8968,0
d8969,0.0904
d8970,0.0282
d8971,0.0742
d8972,0.061
d8973,0
d8974,0.0727
d8975,0.029
d8976,0.1148
d8977,0.172
d8978,0
d8979,0
d8980,0
d8981,0.0357
d8982,0.096
d8983,0.044
d8984,0.042
d8985,0.2098
d8986,0.085
d8987,0.0511
d8988,0.0745
d8989,0.1723
d8990,0.055
d8991,0.0702
d8992,0
d8993,0.0992
d8994,0.071
d8995,0.439
d8996,0.0632
d8997,0.0348
d8998,0.0379
d8999,0.0686
d9000,0.0948
d9001,0.0386
d9002,0.1086
d9003,0.0547
d9004,0.112
d9005,0
d9006,0.6687
d9007,0.10519
d9008,0.1254
d9009,0.0732
d9010,0.135
d9011,0.135
d9012,0.036
d9013,0.102
d9014,0.077
d9015,0
d9016,0
d9017,0
d9018,0.2661
d9019,0.0377
d9020,0.0965
d9021,0.2405
d9022,0.0825
d9023,0.702
d9024,0.0788
d9025,345
d9026,0.032
d9027,0.039
d9028,0.0854
d9029,0.1201
d9030,0.1553
d9031,0.2529
d9032,0.098
d9033,0.077
d9034,1.1455
d9035,0.1135
d9036,0.1191
d9037,0.0188
d9038,0.0496
d9039,0.2465
d9040,0.52
d9041,0
d9042,0.1439
d9043,0.3907
d9044,0.0985
d9045,0
d9046,0.1194
d9047,0.9
d9048,0.1114
d9049,0.043
d9050,0
d9051,0.3197
d9052,0.145
d9053,0
d9054,0.1574
d9055,0.0451
d9056,0
d9057,0
d9058,0.168
d9059,53
d9060,0.047
d9061,0.0646
d9062,0.14
d9063,0
d9064,0.1176
d9065,3.43
d9066,0.02661
d9067,0.1144
d9068,0.051
d9069,0.1694
d9070,0
d9071,0.0898
d9072,0
d9073,0.0628
d9074,0.059
d9075,0.1631
d9076,0.3658
d9077,0.2012
d9078,0.2438
d9079,0
d9080,0.187
d9081,0.0457
d9082,0.0992
d9083,0.2335
d9084,0
d9085,0.0301
d9086,0.0076
d9087,2.7033
d9088,1.6
d9089,0
d9090,0.118
d9091,1.66
d9092,0.0522
d9093,0.157
d9094,0.17
d9095,0.1125
d9096,0.052
d9097,0
d9098,0.1375
d9099,0.2095
d9100,0.033
d9101,0.1597
d9102,0.0316
d9103,0
d9104,0
d9105,0.1536
d9106,0.0719
d9107,0.335
d9108,0.0214
d9109,0.5336
d9110,0.075
d9111,2.5
d9112,0.2092
d9113,0.0882
d9114,0
d9115,0.0337
d9116,0.106
d9117,0.2126
d9118,0
d9119,0.1441
d9120,0
d9121,0.055
d9122,0.114
d9123,0.0514
d9124,0.1197
d9125,0.0608
d9126,0
d9127,0.1027
d9128,0.048
d9129,0.103
d9130,0.0764
d9131,0.092
d9132,0
d9133,1.14
d9134,0
d9135,0.4301
d9136,0.1847
d9137,0.4669
d9138,0.2193
d9139,0.1211
d9140,0.0502
d9141,0
d9142,140
d9143,0.1539
d9144,0.3816
d9145,0.4663
d9146,0.0982
d9147,0.061
d9148,0.1521
d9149,0
d9150,0.2201
d9151,0.11
d9152,6.03
d9153,0.077
d9154,0
d9155,0.0596
d9156,0.0774
d9157,0.0328
d9158,0
d9159,0.074
d9160,0.1741
d9161,0.1516
d9162,0.1063
d9163,0.0743
d9164,0
d9165,0.02272
d9166,0
d9167,0.116
d9168,1.75
d9169,0.03651
d9170,-0.008
d9171,0
d9172,0.077
d9173,0.149
d9174,0.04708
d9175,0.051
d9176,0.2076
d9177,0.079
d9178,0.04313
d9179,0.2587
d9180,0.102
d9181,0.163
d9182,0.1327
d9183,0.5692
d9184,0.1176
d9185,0.1041
d9186,0.0601
d9187,0.02713
d9188,0.0511
d9189,0.854
d9190,4.35
d9191,0.0449
d9192,0.128
d9193,0.36
d9194,0.126
d9195,0.085
d9196,0.0622
d9197,0.17
d9198,0.0475
d9199,1.745
d9200,0.3015
d9201,0.0465
d9202,0
d9203,0.1196
d9204,0.2698
d9205,0.0218
d9206,0.6446
d9207,2.34
d9208,-15
d9209,0.0413
d9210,0.04614
d9211,0.04
d9212,0.176
d9213,0.2472
d9214,0.1343
d9215,0.066
d9216,0.096
d9217,0.3171
d9218,0.1728
d9219,0.00969
d9220,0.143
d9221,0.0204
d9222,0.0206
d9223,0.1001
d9224,0.0306
d9225,0.6503
d9226,0.0519
d9227,0
d9228,0
d9229,0.1478
d9230,0.0879
d9231,0.09
d9232,0.05
d9233,0.1645
d9234,0.1733
d9235,0.191
d9236,0.1055
d9237,0.0837
d9238,0.1078
d9239,0
d9240,0.052
d9241,0.1399
d9242,0.0849
d9243,2.6
d9244,0.08377
d9245,4.54
d9246,0
d9247,0.3198
d9248,0
d9249,0
d9250,0.0399
d9251,0.05425
d9252,0.2032
d9253,0.0245
d9254,0.392
d9255,0.113
d9256,0.2465
d9257,0.068
d9258,0.0423
d9259,0.02191
d9260,0.187
d9261,0.0217
d9262,0.0458
d9263,0.1693
d9264,2.54
d9265,0
d9266,0.0289
d9267,0.0954
d9268,0.139
d9269,0.09
d9270,0.1197
d9271,0.0763
d9272,0.08208
d9273,0
d9274,0.129
d9275,0.0232
d9276,0.1087
d9277,0.1134
d9278,0.056
d9279,0.0535
d9280,0
d9281,0.509
d9282,1.25
d9283,0.1054
d9284,0.176
d9285,0
d9286,0
d9287,0.091
d9288,1.623
d9289,0.3864
d9290,0.0593
d9291,0
d9292,0.0538
d9293,0.071
d9294,0.137
d9295,0.859
d9296,0.0568
d9297,0.2626
d9298,0
d9299,3.28
d9300,1.64
d9301,3.584
d9302,0.0449
d9303,0.0181
d9304,0.0549
d9305,0.135
d9306,0.0981
d9307,1.8
d9308,0.3096
d9309,0
d9310,0.1181
d9311,0
d9312,0.1607
d9313,0.0892
d9314,0.0801
d9315,0.0159
d9316,0.0559
d9317,0.039
d9318,0
d9319,0.1139
d9320,0.084
d9321,0.199
d9322,0.05
d9323,0.7181
d9324,0
d9325,0
d9326,0.0446
d9327,0.2293
d9328,0.1116
d9329,0.326
d9330,0.092
d9331,0.0725
d9332,0.0125
d9333,0.1397
d9334,0.0535
d9335,0.04057
d9336,0.7308
d9337,0.1063
d9338,0.363
d9339,0.1045
d9340,1.92
d9341,0.0551
d9342,0.0301
d9343,0.24
d9344,5.3
d9345,0.052
d9346,0.0541
d9347,0
d9348,0.292
d9349,0
d9350,0
d9351,0.0263
d9352,0.3002
d9353,0.4684
d9354,0.0897
d9355,0.151
d9356,0.2268
d9357,1.64
d9358,0
d9359,0.0621
d9360,0.1448
d9361,0.1011
d9362,0.136
d9363,0.191
d9364,0.02835
d9365,0.0802
d9366,0.18
d9367,0.3007
d9368,0.0474
d9369,0.051
d9370,0.0202
d9371,0.5689
d9372,0.654
d9373,0.241
d9374,0.04269
d9375,0.0525
d9376,0.0948
d9377,0.3807
d9378,0.0315
d9379,0.05166
d9380,0.1255
d9381,0.2014
d9382,0.2047
d9383,0.077
d9384,0.0894
d9385,0.2597
d9386,0.0687
d9387,0.2305
d9388,0.1333
d9389,0.1758
d9390,0.0536
d9391,0.0312
d9392,0.077
d9393,0.7307
d9394,0.1423
d9395,0.1765
d9396,0.0588
d9397,0.023
d9398,0.0356
d9399,1.88
d9400,0.067
d9401,0.343
d9402,0
d9403,0.113
d9404,1.51
d9405,0.0794
d9406,0.0815
d9407,0
d9408,0.12
d9409,0.1774
d9410,0.0413
d9411,0.1528
d9412,0
d9413,0.1245
d9414,0
d9415,0.168
d9416,0.0878
d9417,0.213
d9418,0
d9419,0.05611
d9420,0.12
d9421,0.0961
d9422,0.0486
d9423,0.081
d9424,0.1003
d9425,0
d9426,0
d9427,1.1546
d9428,0.0771
d9429,0.1019
d9430,0.189
d9431,0.958
d9432,0.02508
d9433,0.721
d9434,0.0571
d9435,0
d9436,0.1709
d9437,0
d9438,0
d9439,0.0258
d9440,0.026
d9441,0.0118
d9442,0.28
d9443,0.0625
d9444,0.1176
d9445,0.1242
d9446,0.142
d9447,0.1091
d9448,1.78
d9449,0.0676
d9450,0
d9451,0.1791
d9452,0.0665
d9453,0.0603
d9454,0.0172
d9455,0
d9456,0.0651
d9457,0.085
d9458,0.0978
d9459,0.115
d9460,0.4826
d9461,0.813
d9462,0.0463
d9463,0.056
d9464,0.0626
d9465,0
d9466,0.1329
d9467,0.0471
d9468,0.1997
d9469,0.0497
d9470,0.1201
d9471,0.1799
d9472,0.062
d9473,0.0854
d9474,0.0666
d9475,0
d9476,2.1
d9477,0.241
d9478,0.214
d9479,0.041
d9480,0.1813
d9481,0.1855
d9482,0.03099
d9483,0.1572
d9484,0
d9485,0.0317
d9486,0.1502
d9487,0
d9488,0.131
d9489,0
d9490,0.0467
d9491,0.1071
d9492,0.5416
d9493,0.048
d9494,2.6
d9495,0.1557
d9496,0.0659
d9497,0.1065
d9498,0.1066
d9499,0.0443
d9500,0.1174
d9501,0.051
d9502,0.012
d9503,0.142
d9504,0.0563
d9505,0.166
d9506,0.098
d9507,0.1735
d9508,0.098
d9509,0.058
d9510,0.0363
d9511,0.2202
d9512,0.0208
d9513,5.323
d9514,0.0981
d9515,0.1618
d9516,0.0988
d9517,0
d9518,0.1937
d9519,0.0894
d9520,0.0482
d9521,0.559
d9522,0.077
d9523,0.1055
d9524,0.108
d9525,0.04376
d9526,0.3564
d9527,2.315
d9528,0.064
d9529,0.2001
d9530,0.03837
d9531,0.0733
d9532,0.1959
d9533,0.063
d9534,0.022
d9535,0.1201
d9536,0.211
d9537,0.0337
d9538,0.077
d9539,0.0307
d9540,0.114
d9541,0.0527
d9542,0.095
d9543,0.115
d9544,0.0798
d9545,0.1595
d9546,0.2335
d9547,0.0759
d9548,0.1046
d9549,0.1685
d9550,-16
d9551,0.141
d9552,0.0834
d9553,0.04689
d9554,0.119
d9555,2.68
d9556,0.2324
d9557,0.04823
d9558,0.031
d9559,0.0448
d9560,0.0518
d9561,0
d9562,0.195
d9563,0.02607
d9564,1.305
d9565,0.1194
d9566,0.0835
d9567,0.044
d9568,0.2537
d9569,0.0626
d9570,0.0382
d9571,0
d9572,0.481
d9573,0
d9574,0.2043
d9575,0.094
d9576,0
d9577,0.0346
d9578,0.02318
d9579,0.033
d9580,0.1532
d9581,0.0195
d9582,0.027
d9583,0.0647
d9584,0
d9585,0.1125
d9586,0.1185
d9587,0.1114
d9588,0.074
d9589,0.052
d9590,0.0616
d9591,0.264
d9592,0.0601
d9593,0.04131
d9594,0.0833
d9595,0.2101
d9596,0.319
d9597,0.1406
d9598,0.4217
d9599,0.248
d9600,0.044
d9601,0
d9602,0.07939
d9603,0.05024
d9604,0.04101
d9605,0
d9606,0.0874
d9607,0.0729
d9608,0.1857
d9609,0.1245
d9610,0.1957
d9611,2.827
d9612,0.0847
d9613,0.0997
d9614,0
d9615,0.0461
d9616,0.2102
d9617,0.05453
d9618,0.1445
d9619,0
d9620,0.077
d9621,0.0916
d9622,0
d9623,0
d9624,0.0351
d9625,0.1763
d9626,0.232
d9627,0.102
d9628,0.1087
d9629,0.0272
d9630,0.0557
d9631,0.053
d9632,0.1025
d9633,0
d9634,0.06
d9635,0.3988
d9636,0.1532
d9637,0.0846
d9638,0.0604
d9639,0.0848
d9640,0.0336
d9641,0.0677
d9642,0.099
d9643,0.0417
d9644,0.1953
d9645,0.109
d9646,0.0977
d9647,0.058
d9648,0.1234
d9649,1.99
d9650,0.0758
d9651,0.098
d9652,0.0935
d9653,0.0913
d9654,0.1095
d9655,0.1954
d9656,0.051
d9657,0.0088
d9658,0.0594
d9659,0.0758
d9660,0.01655
d9661,0.109
d9662,0.04501
d9663,0.0778
d9664,0.034
d9665,0.1443
d9666,0.549
d9667,0.1406
d9668,0.1638
d9669,0.4971
d9670,0.0471
d9671,0.042
d9672,0.0517
d9673,0.0365
d9674,0.0474
d9675,0.1017
d9676,0.06
d9677,0.095
d9678,0.0428
d9679,0.0797
d9680,0.116
d9681,0.076
d9682,0.0419
d9683,0.1426
d9684,0.0982
d9685,0.0804
d9686,0.133
d9687,1.1
d9688,3.185
d9689,0.0387
d9690,0.1205
d9691,0
d9692,0.3369
d9693,0.0398
d9694,0.0677
d9695,0.0727
d9696,0.03482
d9697,0.0282
d9698,0.0381
d9699,0.075
d9700,0
d9701,0.297
d9702,0.0619
d9703,0.991
d9704,0.2901
d9705,5.4
d9706,0
d9707,0.114
d9708,0.0476
d9709,0.0281
d9710,0.0315
d9711,0.2287
d9712,0.387
d9713,6.36
d9714,0.0996
d9715,0.1313
d9716,2.07
d9717,0
d9718,0.8
d9719,0.0408
d9720,0
d9721,0.0898
d9722,0.0602
d9723,0.0909
d9724,0.082
d9725,0.119
d9726,0.2597
d9727,0.153
d9728,0
d9729,0.0855
d9730,0.0853
d9731,2.93
d9732,0.112
d9733,0.03211
d9734,0.124
d9735,0.057
d9736,0.103
d9737,0.137
d9738,0.213
d9739,0.3548
d9740,0.0392
d9741,0.1556
d9742,0.2638
d9743,0.0795
d9744,0.1392
d9745,0.0523
d9746,0.102
d9747,0.0528
d9748,0.132
d9749,0.049
d9750,0.33
d9751,0.0783
d9752,0
d9753,0
d9754,0.2918
d9755,0.1088
d9756,0.0469
d9757,0.1528
d9758,0
d9759,0.077
d9760,0.0364
d9761,0.1072
d9762,0
d9763,0.0647
d9764,0.0267
d9765,0.0158
d9766,0.146
d9767,-1.10E-06
d9768,0.042
d9769,0.077
d9770,0.0796
d9771,2.7
d9772,0.04124
d9773,0.2502
d9774,5.15
d9775,0.121
d9776,0.1311
d9777,0.135
d9778,0
d9779,0.0761
d9780,0
d9781,0.0277
d9782,0.2364
d9783,0.2596
d9784,0.0648
d9785,0
d9786,0.2687
d9787,0.0494
d9788,0.1016
d9789,0.79
d9790,0.06
d9791,1.89
d9792,0.1483
d9793,0
d9794,0.096
d9795,0.0258
d9796,0.1603
d9797,0.0529
d9798,0
d9799,0.0585
d9800,1.046
d9801,0.1729
d9802,1.19
d9803,0.1178
d9804,0.1036
d9805,0.0778
d9806,0.2183
d9807,0.048
d9808,0.1054
d9809,0.074
d9810,0.0205
d9811,1.5
d9812,0.045
d9813,1.48
d9814,0.0533
d9815,0.3987
d9816,0.089
d9817,0
d9818,0.2716
d9819,0.2862
d9820,0.0889
d9821,0
d9822,0.0785
d9823,0.0975
d9824,0.0575
d9825,0
d9826,1.333
d9827,0.0683
d9828,1.18
d9829,0.1057
d9830,0.069
d9831,0.075
d9832,0
d9833,0.5375
d9834,0.0715
d9835,0.8017
d9836,0.125
d9837,0.2
d9838,0.121
d9839,0
d9840,0
d9841,0.17
d9842,2.44
d9843,0
d9844,1.9
d9845,0
d9846,0.3528
d9847,0
d9848,0.0717
d9849,0.049
d9850,0.0536
d9851,0.056
d9852,0.393
d9853,0.154
d9854,0.0878
d9855,0.4636
d9856,0.115
d9857,0.0339
d9858,0.0539
d9859,3.1
d9860,0.136
d9861,0
d9862,5.36
d9863,0.087
d9864,0.1056
d9865,0.1096
d9866,0.11
d9867,0.238
d9868,0.0313
d9869,0.218
d9870,0.053
d9871,0.2027
d9872,0.0696
d9873,6.4
d9874,0.047
d9875,0.03593
d9876,0.1004
d9877,0
d9878,0.196
d9879,0.039
d9880,0.09
d9881,0.0722
d9882,0.5154
d9883,0.093
d9884,0.0611
d9885,0.2248
d9886,1.22
d9887,0.2138
d9888,0.0606
d9889,0.0242
d9890,0.06
d9891,0
d9892,-0.019
d9893,0.039
d9894,0.4285
d9895,0
d9896,2.071
d9897,0
d9898,2.1
d9899,0.1829
d9900,0.0507
d9901,0.048
d9902,0
d9903,1.486
d9904,0.0785
d9905,0.03744
d9906,0.126
d9907,0.0533
d9908,0.5187
d9909,0.0523
d9910,0.193
d9911,0.0719
d9912,0.1143
d9913,1.6
d9914,2
d9915,0
d9916,0.0893
d9917,0.2542
d9918,0.308
d9919,0
d9920,0.0506
d9921,0.0934
d9922,0.0334
d9923,0.364
d9924,0.2076
d9925,0
d9926,0.1596
d9927,0
d9928,0.0631
d9929,0.2838
d9930,0.1086
d9931,0.2015
d9932,0.0602
d9933,0.104
d9934,0
d9935,0.1833
d9936,0.2881
d9937,0.1413
d9938,0.324
d9939,0
d9940,0.2065
d9941,0.1294
d9942,0.04232
d9943,0.079
d9944,-1.50E-07
d9945,0.1145
d9946,0.3553
d9947,0.0556
d9948,0.3007
d9949,0.2901
d9950,0.0932
d9951,0.221
d9952,0.1087
d9953,0.03
d9954,0.0814
d9955,0.2037
d9956,4.27
d9957,0.1708
d9958,0.0497
d9959,0.0478
d9960,0.0623
d9961,0.027
d9962,0.058
d9963,0
d9964,0.054
d9965,0.04544
d9966,1.88
d9967,0
d9968,0.5866
d9969,0.2004
d9970,0.0144
d9971,0.1078
d9972,0.2277
d9973,0.918
d9974,0.2583
d9975,0.0223
d9976,0.0871
d9977,0.0463
d9978,0.1026
d9979,0.0128
d9980,0.0966
d9981,0.1158
d9982,0.1571
d9983,0.2153
d9984,0.0603
d9985,0.07908
d9986,0.0612
d9987,0.0629
d9988,0.0153
d9989,2.98
d9990,0.0953
d9991,0.0991
d9992,0.021
d9993,0.1589
d9994,2.01
d9995,0
d9996,0.53364
d9997,0.034
d9998,0.29
d9999,0.1176
d10000,0.253
d10001,0.0313
d10002,0.2212
d10003,0.103
d10004,0
d10005,0.0268
d10006,0.386
d10007,0.0462
d10008,0.0533
d10009,0
d10010,0.133
d10011,0.046
d10012,0.0389
d10013,0.0641
d10014,0.0528
d10015,2.43
d10016,0.1218
d10017,0.163
d10018,0.0427
d10019,0.078
d10020,0
d10021,0.053
d10022,0.95
d10023,0.1949
d10024,0.1021
d10025,0
d10026,0.0485
d10027,0.088
d10028,0.0599
d10029,0.097
d10030,0.477
d10031,0.0827
d10032,0.4425
d10033,0.0878
d10034,0
d10035,0.0968
d10036,0.085
d10037,0.0759
d10038,0.03958
d10039,0.131
d10040,0.1189
d10041,0.173
d10042,0.1016
d10043,0
d10044,1.44
d10045,0.1334
d10046,0.034
d10047,0.452
d10048,0.186
d10049,0
d10050,0.2196
d10051,0.1074
d10052,0
d10053,0.0881
d10054,0.054
d10055,0.034
d10056,0.2509
d10057,0.08
d10058,0.142
d10059,0
d10060,0.0921
d10061,0.24
d10062,0.1194
d10063,0.03144
d10064,0
d10065,1.8
d10066,0.1
d10067,0.0229
d10068,0.1103
d10069,0.0759
d10070,0.1054
d10071,2.65
d10072,0
d10073,0.0785
d10074,0.7455
d10075,0.0395
d10076,0.0501
d10077,0.0978
d10078,0.0129
d10079,0.1016
d10080,0.0374
d10081,0
d10082,0.0588
d10083,0.084
d10084,0
d10085,0.096
d10086,0.044
d10087,0
d10088,0.0473
d10089,0.1039
d10090,0.0672
d10091,0.1894
d10092,0.0355
d10093,0.05561
d10094,0.0491
d10095,0
d10096,0.0786
d10097,0.037
d10098,0.0696
d10099,0.64
d10100,0.1027
d10101,0.01761
d10102,0.1097
d10103,0.0426
d10104,-0.001
d10105,0
d10106,0.0412
d10107,0.3277
d10108,0.3094
d10109,0.0961
d10110,0
d10111,0.059
d10112,0.0959
d10113,0
d10114,0.055
d10115,0.01583
d10116,0.0649
d10117,0.0428
d10118,0.0435
d10119,0.047
d10120,0.2001
d10121,0.1155
d10122,0.5634
d10123,0.076
d10124,0.082
d10125,0.2307
d10126,0.065
d10127,0.198
d10128,0.0575
d10129,0.1735
d10130,2.86
d10131,0.2901
d10132,0.054
d10133,0.0124
d10134,0.0699
d10135,0
d10136,0.0241
d10137,0.0514
d10138,0.0442
d10139,0.1311
d10140,0.0302
d10141,0
d10142,0.2162
d10143,0.0479
d10144,0.2935
d10145,0.0681
d10146,0
d10147,0.085
d10148,4.41
d10149,0.0732
d10150,0.247
d10151,0.1361
d10152,0.1806
d10153,0.122
d10154,3.726
d10155,1.94
d10156,0.0761
d10157,0.0678
d10158,0.053
d10159,0.0393
d10160,0.0474
d10161,0.1759
d10162,0.04439
d10163,0.0484
d10164,0.0474
d10165,0.1668
d10166,0.046
d10167,0.1015
d10168,0.046
d10169,0.068
d10170,0.1045
d10171,210
d10172,0.1293
d10173,0.1232
d10174,0.257
d10175,0.3395
d10176,0.0387
d10177,0.0418
d10178,0.098
d10179,0.2277
d10180,0
d10181,0
d10182,0
d10183,0.0533
d10184,0
d10185,0.1609
d10186,1.32
d10187,2.38
d10188,0.0616
d10189,0.0518
d10190,0.0621
d10191,0.0129
d10192,0.1192
d10193,0.0785
d10194,0.081
d10195,0.06
d10196,1.68
d10197,0.0813
d10198,1.16
d10199,0.0725
d10200,0.1351
d10201,0.0987
d10202,0
d10203,0.054
d10204,0.0426
d10205,0.5336
d10206,0.048
d10207,0.0815
d10208,0.1351
d10209,0.1057
d10210,0.0103
d10211,101.54
d10212,0.2079
d10213,0.0541
d10214,0.1516
d10215,0.0697
d10216,0.0548
d10217,0.1006
d10218,0.0954
d10219,2.3
d10220,0.0535
d10221,0.0446
d10222,0
d10223,0.0743
d10224,0.178
d10225,0.101
d10226,0
d10227,0
d10228,0.0812
d10229,0.3
d10230,0.05
d10231,0
d10232,0.3993
d10233,0
d10234,0.0738
d10235,0.154
d10236,0.0635
d10237,0.069
d10238,0.0932
d10239,0
d10240,0.1125
d10241,0.1459
d10242,0.1691
d10243,0.1521
d10244,0.02227
d10245,0.088
d10246,0
d10247,0.2032
d10248,0.052
d10249,0.1343
d10250,0
d10251,0.089
d10252,0.2014
d10253,0.25
d10254,0.0817
d10255,0.3522
d10256,0.0468
d10257,0
d10258,13
d10259,0.0284
d10260,214
d10261,0.0163
d10262,0.0343
d10263,0.163
d10264,0.0805
d10265,0.0513
d10266,0.1164
d10267,0
d10268,0.0553
d10269,0
d10270,0.0187
d10271,0.0489
d10272,0
d10273,0.1096
d10274,0.68
d10275,0.2188
d10276,0.069
d10277,0
d10278,0.066
d10279,0.1187
d10280,0.0732
d10281,0.127
d10282,0.0163
d10283,0.02307
d10284,0.0801
d10285,0.0228
d10286,0.04142
d10287,0.2277
d10288,0.0696
d10289,0.1178
d10290,0.138
d10291,0.0422
d10292,0.166
d10293,0.0501
d10294,5.75
d10295,0.0866
d10296,0.1306
d10297,0.1291
d10298,0.064
d10299,0.0696
d10300,0.0709
d10301,0.1074
d10302,0.0815
d10303,0.1025
d10304,0.101
d10305,0.061
d10306,0
d10307,0.0802
d10308,0.04448
d10309,0.1284
d10310,0.4204
d10311,0
d10312,0.191
d10313,0.079
d10314,0.0907
d10315,0.3659
d10316,0.03942
d10317,0.0605
d10318,0.1004
d10319,0.0514
d10320,0.1139
d10321,0.042
d10322,0.072
